Base Pay,Job Role,Skills,Base Pay Range,sex,age,Mother_education,Father_education,Mother_job,Father_job,studytime,backlogs,tuition,pursue_higher_studies,Internet_usage,absences,SSC,HSC,Grad
32000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,1,3,Other,Teacher,1,0,Yes,Yes,No,1,13,11,14
32000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,27,2,1,Public,Public,4,0,Yes,No,Yes,4,9,10,11
34000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,1,3,Other,Teacher,1,0,Yes,Yes,No,1,13,11,14
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,20,2,2,Public,Public,4,1,Yes,No,No,5,14,15,18
66000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,28,3,0,Public,Teacher,2,0,No,Yes,Yes,5,14,12,16
39000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,3,0,Public,Teacher,1,1,No,Yes,No,6,11,9,14
60000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Female,25,1,3,Public,Public,1,0,Yes,Yes,Yes,4,11,12,13
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,23,3,0,Teacher,Teacher,3,1,No,Yes,No,12,15,16,17
45000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,3,0,Public,Teacher,3,1,No,Yes,Yes,15,16,11,16
68000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,1,2,Health,Public,1,1,Yes,Yes,Yes,5,14,15,16
68000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,1,3,Public,Health,4,0,Yes,No,Yes,3,15,14,19
68000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,27,0,2,Health,Health,2,2,Yes,Yes,Yes,4,15,12,15
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,15,16,17
58000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,2,1,Health,Health,3,1,Yes,Yes,Yes,8,16,15,16
58000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,26,0,2,Other,Public,1,1,Yes,Yes,Yes,12,14,15,16
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,30,3,0,Health,Health,3,0,No,Yes,Yes,15,18,14,16
45000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,26,1,2,Teacher,Teacher,2,1,Yes,Yes,Yes,10,14,15,16
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,30,2,1,Public,Public,3,0,No,Yes,Yes,7,15,14,16
74000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,29,2,1,Public,Health,1,0,Yes,Yes,Yes,3,10,11,12
78000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,1,2,At Home,Health,1,1,Yes,Yes,Yes,8,13,16,17
68000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,29,0,2,Health,Health,2,1,Yes,Yes,Yes,3,17,13,15
68000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,27,1,2,Health,Health,3,0,Yes,Yes,Yes,5,16,14,15
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,25,1,2,At Home,Health,2,1,Yes,Yes,Yes,9,15,14,15
50000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,30,2,1,Public,Public,3,0,No,Yes,Yes,5,15,14,16
34000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,1,3,Other,Teacher,1,1,Yes,Yes,No,2,13,11,14
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,2,2,Public,Teacher,1,0,Yes,Yes,Yes,4,13,15,16
65000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,26,3,0,Public,Health,2,1,No,Yes,Yes,6,18,13,16
70000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,26,3,0,Public,Teacher,2,0,No,Yes,Yes,5,14,12,16
87000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,2,1,Public,Health,2,0,Yes,Yes,Yes,4,11,12,13
42000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,0,2,Public,Public,1,0,Yes,Yes,Yes,10,13,14,13
69000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,1,2,Teacher,Teacher,3,1,Yes,Yes,Yes,5,15,15,16
23000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,29,0,1,Public,Public,4,0,Yes,No,Yes,3,10,11,11
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,20,1,3,Other,Teacher,1,0,Yes,Yes,Yes,10,13,15,18
47000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,2,1,Public,Public,3,0,No,Yes,Yes,5,13,14,15
40000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,23,1,3,Other,Teacher,1,1,Yes,Yes,No,1,13,11,14
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
45000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,25,0,3,Other,Teacher,4,0,Yes,No,Yes,3,16,16,16
95000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,26,1,2,Teacher,Teacher,3,1,Yes,Yes,Yes,7,14,15,16
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,26,1,2,Teacher,Teacher,2,1,Yes,Yes,Yes,10,14,15,16
78000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,25,2,1,Public,Health,3,0,Yes,Yes,Yes,8,18,14,15
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,25,0,1,Public,Public,1,0,Yes,Yes,Yes,8,14,15,16
68000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,27,0,2,Health,Health,3,0,Yes,Yes,Yes,1,15,16,17
92000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,30,0,2,Teacher,Teacher,3,0,Yes,Yes,Yes,6,13,16,17
72000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Male,25,2,1,Public,Public,2,0,Yes,Yes,Yes,6,12,13,14
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,28,1,2,At Home,Health,2,1,Yes,Yes,Yes,3,17,13,14
96000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,25,1,2,Public,Health,1,1,Yes,Yes,Yes,7,13,15,16
85000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,24,0,3,At Home,Health,1,1,Yes,Yes,Yes,5,12,15,18
42000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,28,0,1,Public,Public,3,0,Yes,Yes,Yes,2,10,11,12
45000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,1,2,Teacher,Teacher,2,1,Yes,Yes,Yes,9,14,15,16
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,23,2,1,Public,Public,3,0,No,Yes,Yes,10,15,14,15
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,0,1,Public,Public,4,0,Yes,No,Yes,3,10,11,12
60000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Female,25,1,2,Teacher,Public,1,1,Yes,Yes,Yes,12,14,15,16
49000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,1,2,Teacher,Teacher,2,1,Yes,Yes,Yes,10,14,15,16
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,26,0,1,Public,Public,1,0,Yes,Yes,Yes,8,14,15,16
44000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,15,16,17
96000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,26,1,2,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
68000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,0,2,Teacher,Teacher,1,1,Yes,Yes,Yes,2,13,14,15
34000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,3,0,Teacher,Teacher,3,1,No,Yes,No,12,15,16,17
36000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,23,1,3,Other,Teacher,1,1,Yes,Yes,No,2,13,11,14
39000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,0,1,Public,Public,1,0,Yes,Yes,Yes,10,13,14,15
55000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
45000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Male,24,0,2,Health,Public,2,1,Yes,Yes,Yes,11,15,12,13
95000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,24,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
85000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,27,2,1,Public,Health,2,0,Yes,Yes,Yes,4,11,12,13
36000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,3,0,Teacher,Teacher,3,1,No,Yes,No,12,15,16,17
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,3,1,Health,Health,3,1,No,Yes,Yes,12,18,14,16
42000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,0,1,Public,Public,1,0,Yes,Yes,Yes,10,13,14,15
74000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,27,2,1,Public,Health,1,0,Yes,Yes,Yes,3,10,11,12
73000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Male,26,2,1,Public,Public,2,0,Yes,Yes,Yes,6,12,13,14
72000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,1,3,At Home,Health,1,0,Yes,Yes,Yes,2,14,16,19
72000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,1,3,At Home,Health,1,1,No,Yes,Yes,5,13,16,18
85000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,3,0,Public,Teacher,2,1,No,Yes,Yes,5,14,12,16
74000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,2,1,Public,Health,1,0,Yes,Yes,Yes,3,10,11,12
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,3,0,Teacher,Teacher,3,1,No,Yes,No,12,15,16,17
90000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,24,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
23000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,2,1,Public,Public,4,0,Yes,No,Yes,4,9,10,11
56000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,28,2,1,Public,Public,1,0,Yes,Yes,Yes,2,12,12,13
60000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Male,25,1,3,Public,Public,2,1,No,Yes,Yes,1,11,12,13
57000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,23,3,0,Public,Teacher,2,1,No,Yes,Yes,6,10,11,16
42000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,28,0,1,Public,Public,3,0,Yes,Yes,Yes,2,10,11,12
57000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,25,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
53000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,26,0,1,Public,Public,3,0,Yes,Yes,Yes,2,10,11,12
85000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,27,2,1,Public,Health,2,0,Yes,Yes,Yes,4,11,12,13
47000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,0,1,Public,Public,1,0,Yes,Yes,Yes,10,13,14,15
62000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,25,0,2,Public,Teacher,2,1,Yes,Yes,Yes,5,14,12,14
28000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Female,22,0,2,Public,Public,1,1,No,Yes,Yes,4,11,10,12
44000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,3,0,Public,Teacher,1,1,No,Yes,No,5,14,11,14
90000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,25,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,27,3,0,Teacher,Teacher,3,1,No,Yes,No,15,15,16,17
66000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,28,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
56000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,26,2,1,Health,Teacher,2,0,Yes,Yes,Yes,2,10,11,12
70000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,24,2,1,Public,Health,1,0,No,Yes,Yes,5,10,11,16
95000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,29,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,23,1,3,Other,Teacher,1,1,Yes,Yes,No,1,13,11,14
59000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,2,1,Teacher,Public,2,0,Yes,Yes,Yes,8,12,13,14
47000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,2,1,Public,Public,3,0,No,Yes,Yes,5,15,14,15
52000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
58000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Female,25,1,3,Public,Public,4,1,No,Yes,Yes,6,14,15,17
68000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,29,1,3,Health,Health,2,0,Yes,Yes,No,1,17,11,15
72000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,24,0,2,Health,Health,2,2,Yes,Yes,Yes,11,13,15,16
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,24,3,0,Public,Teacher,4,1,No,Yes,Yes,10,16,11,16
88000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,28,2,1,Health,Public,2,0,Yes,Yes,Yes,4,10,11,12
86000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,28,1,2,At Home,Health,1,1,Yes,Yes,Yes,4,12,14,15
74000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,24,2,1,Public,Teacher,1,0,Yes,Yes,Yes,3,10,11,12
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,27,3,0,Teacher,Teacher,3,1,No,Yes,No,15,15,16,17
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,30,0,1,Public,Public,1,0,Yes,Yes,Yes,7,13,14,15
55000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,25,3,0,Teacher,Teacher,2,1,No,Yes,No,4,14,11,12
38000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Female,23,0,2,Public,Public,1,0,Yes,Yes,No,3,11,10,12
38000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Female,24,0,1,Public,Public,1,0,Yes,Yes,No,7,13,10,12
